EMPID,Status,Function,Division,Union Status,Employment Category,Rehire_Date,Total Service Date,Birth Date,Age,Generation,Pay Scale Group,Gender,Ethnic Origin,Action Reason,Last Performance Rating,Last Potential Rating,Rehired,Employee Pay Frequency,ExemptTF,Employee Pay Basis,Manager_ID,Months Since Last Hire,Tenure_Months,Action Change Date,Action Type
62997,Active,Operations,Product,Non-Union,Regular Employee FT,,22-Oct-14,29-Dec-87,27,Generation Y,Group C,Female,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2163,12,12,,
35589,Active,Sales,Sales,Non-Union,Regular Employee FT,,13-May-09,24-Dec-87,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S346,77,77,,
47571,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,14-Nov-12,23-Dec-87,26,Generation Y,Group C,Male,B,Resigned - Career Prospects,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S629,20,20,11-Aug-14,Voluntary Separation
63117,Active,Operations,Product,Non-Union,Regular Employee FT,,29-Oct-14,23-Dec-87,27,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S511,12,12,,
55594,Active,Operations,Product,Non-Union,Regular Employee FT,,19-Feb-14,10-Dec-87,27,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S541,20,20,,
60013,Active,Sales,Sales,Union,Regular Employee FT,,23-Jul-14,8-Dec-87,27,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3639,15,15,,
38620,Active,Sales,Sales,Union,Regular Employee FT,,9-Jun-10,30-Nov-87,27,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2502,65,65,,
30058,Active,Sales,Sales,Non-Union,Regular Employee FT,,20-Jul-07,27-Nov-87,27,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2409,99,99,,
63709,Active,Sales,Sales,Non-Union,Regular Employee FT,,19-Nov-14,26-Nov-87,27,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3050,11,11,,
48065,Active,Sales,Sales,Non-Union,Regular Employee FT,,26-Dec-12,22-Nov-87,27,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2707,34,34,,
63136,Active,Sales,Sales,Non-Union,Regular Employee FT,,29-Oct-14,19-Nov-87,27,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S605,12,12,,
34076,Active,Operations,Product,Union,Regular Employee FT,,19-Nov-08,17-Nov-87,27,Generation Y,Group N,Female,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3696,83,83,,
60733,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,6-Aug-14,17-Nov-87,27,Generation Y,Group C,Female,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2867,15,15,,
35695,Active,Operations,Product,Non-Union,Regular Employee FT,,20-May-09,14-Nov-87,27,Generation Y,Group C,Male,B,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S298,77,77,,
60979,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,13-Aug-14,7-Nov-87,26,Generation Y,Group C,Female,H,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S695,1,1,18-Sep-14,Voluntary Separation
61616,Active,Operations,Product,Non-Union,Regular Employee FT,,3-Sep-14,3-Nov-87,27,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2264,14,14,,
33882,Active,Operations,Product,Union,Regular Employee FT,,29-Oct-08,2-Nov-87,27,Generation Y,Group N,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3731,84,84,,
32811,Active,Operations,Product,Non-Union,Regular Employee FT,2-Jun-10,2-Jun-10,1-Nov-87,27,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,T,Bi-Weekly,F,Daily,S281,65,65,,
40368,Active,Sales,Sales,Non-Union,Regular Employee FT,,1-Mar-11,31-Oct-87,27,Generation Y,Group C,Male,H,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3765,56,56,,
41195,Active,Sales,Sales,Non-Union,Regular Employee FT,,15-Jun-11,30-Oct-87,27,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Derailing,F,Bi-Weekly,F,Daily,S462,52,52,,
43648,Active,Support,Product,Non-Union,Regular Employee FT,,22-Feb-12,28-Oct-87,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2408,44,44,,
28667,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-Feb-07,26-Oct-87,27,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2743,104,104,,
47116,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,10-Oct-12,26-Oct-87,27,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1970,37,37,,
59820,Terminated,Operations,Product,Non-Union,Regular Employee FT,,16-Jul-14,25-Oct-87,26,Generation Y,Group C,Male,H,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2289,2,2,18-Sep-14,Voluntary Separation
57452,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,28-May-14,13-Oct-87,26,Generation Y,Group C,Male,H,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S529,1,1,11-Jul-14,Voluntary Separation
47409,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,31-Oct-12,10-Oct-87,27,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2805,26,26,16-Jan-15,Voluntary Separation
38785,Active,Sales,Sales,Non-Union,Regular Employee FT,,23-Jun-10,4-Oct-87,27,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3808,64,64,,
41099,Active,Sales,Sales,Non-Union,Regular Employee FT,6-Nov-13,28-Dec-11,4-Oct-87,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Daily,S490,24,46,,
57278,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,21-May-14,4-Oct-87,27,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1872,6,6,12-Dec-14,Voluntary Separation
42863,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,14-Dec-11,29-Sep-87,27,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1275,46,46,,
29923,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,9-Nov-11,9-Nov-11,28-Sep-87,27,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Hourly,S1438,48,48,,
36651,Active,Sales,Sales,Non-Union,Regular Employee FT,,5-Aug-09,25-Sep-87,27,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Weekly,F,Hourly,S3796,75,75,,
60601,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,6-Aug-14,20-Sep-87,27,Generation Y,Group C,Male,A,Resigned - Personal Reasons,No Rating,No Rating,F,Weekly,F,Hourly,S3633,2,2,13-Oct-14,Voluntary Separation
28459,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,5-Nov-14,5-Nov-14,11-Sep-87,27,Generation Y,Group C,Male,W,,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S1017,12,12,,
56542,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,23-Apr-14,3-Sep-87,27,Generation Y,Group C,Male,B,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1614,9,9,5-Feb-15,Voluntary Separation
33489,Active,Sales,Sales,Non-Union,Regular Employee FT,,10-Sep-08,27-Aug-87,27,Generation Y,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S26,86,86,,
57028,Active,Sales,Sales,Non-Union,Regular Employee PT,,14-May-14,26-Aug-87,27,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S44,17,17,,
35678,Active,Sales,Sales,Union,Regular Employee FT,,20-May-09,17-Aug-87,27,Generation Y,Not Assigned,Male,W,,Does Not Meet,Not assigned,F,Bi-Weekly,F,Hourly,S2395,77,77,,
62040,Terminated,Sales,Sales,Union,Regular Employee PT,,17-Sep-14,15-Aug-87,27,Generation Y,Not Assigned,Female,W,Resigned - Personal Reasons,No Rating,No Rating,F,Weekly,F,Hourly,S3100,1,1,4-Nov-14,Voluntary Separation
43176,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,25-Jan-12,12-Aug-87,27,Generation Y,Group C,Male,W,Resigned - Career Prospects,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1755,31,31,28-Aug-14,Voluntary Separation
57997,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,4-Jun-14,5-Aug-87,27,Generation Y,Group C,Male,U,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3183,17,17,,
31283,Active,Sales,Sales,Non-Union,Regular Employee FT,,18-Dec-07,4-Aug-87,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Bi-Weekly,F,Daily,S344,94,94,,
25155,Active,Operations,Product,Non-Union,Regular Employee FT,,3-Aug-05,29-Jul-87,27,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Daily,S226,123,123,,
28740,Active,Operations,Product,Non-Union,Regular Employee FT,,13-Mar-07,28-Jul-87,27,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S267,103,103,,
34536,Active,Sales,Sales,Union,Regular Employee FT,,7-Jan-09,23-Jul-87,27,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3700,82,82,,
38957,Active,Operations,Product,Union,Regular Employee FT,,13-Jul-10,20-Jul-87,27,Generation Y,Not Assigned,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Daily,S786,63,63,,
64081,Active,Operations,Product,Union,Regular Employee FT,,3-Dec-14,20-Jul-87,27,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1592,11,11,,
25613,Active,Operations,Product,Union,Regular Employee FT,,18-Oct-05,27-Jun-87,27,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S6,120,120,,
44255,Active,Sales,Sales,Non-Union,Regular Employee FT,,24-Apr-12,27-Jun-87,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Daily,S859,42,42,,
45121,Active,Customer Care,Customer Care,Union,Regular Employee FT,,13-Jun-12,27-Jun-87,27,Generation Y,Not Assigned,Male,W,,Too New,Not assigned,F,Weekly,F,Hourly,S3482,40,40,,
49132,Active,Sales,Sales,Non-Union,Regular Employee FT,,27-Mar-13,24-Jun-87,27,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2325,31,31,,
53368,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,9-Oct-13,21-Jun-87,27,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S624,9,9,18-Jul-14,Voluntary Separation
39761,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,20-Oct-10,20-Jun-87,27,Generation Y,Group C,Male,B,Resigned - Career Prospects,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S196,44,44,9-Jul-14,Voluntary Separation
28631,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,23-Feb-07,11-Jun-87,27,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2479,88,88,24-Jul-14,Voluntary Separation
48083,Active,Sales,Sales,Non-Union,Regular Employee FT,,26-Dec-12,11-Jun-87,28,Generation Y,Group C,Male,B,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2535,34,34,,
49709,Active,Operations,Product,Union,Regular Employee FT,,1-May-13,11-Jun-87,28,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1018,30,30,,
42748,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,30-Nov-11,7-Jun-87,27,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2397,36,36,24-Dec-14,Voluntary Separation
64393,Terminated,Sales,Sales,Union,Regular Employee FT,,10-Dec-14,7-Jun-87,27,Generation Y,Not Assigned,Male,H,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1698,1,1,24-Jan-15,Voluntary Separation
30945,Active,Sales,Sales,Non-Union,Regular Employee FT,,27-Oct-07,31-May-87,28,Generation Y,Group C,Male,W,,Meets & Exceeds,Mastery,F,Bi-Weekly,F,Daily,S584,96,96,,
59379,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Jul-14,30-May-87,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1704,16,16,,
35829,Active,Operations,Product,Non-Union,Regular Employee FT,,3-Jun-09,29-May-87,28,Generation Y,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1360,77,77,,
63266,Terminated,Operations,Product,Non-Union,Regular Employee PT,,5-Nov-14,23-May-87,27,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1805,1,1,25-Dec-14,Voluntary Separation
41017,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,1-Jun-11,21-May-87,27,Generation Y,Group C,Male,W,Resigned - Career Prospects,Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2577,39,39,12-Sep-14,Voluntary Separation
56057,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Apr-14,20-May-87,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S424,19,19,,
41037,Active,Sales,Sales,Non-Union,Regular Employee FT,,1-Jun-11,18-May-87,28,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S363,53,53,,
54990,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,15-Jan-14,13-May-87,27,Generation Y,Group C,Male,H,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2438,7,7,28-Aug-14,Voluntary Separation
51982,Active,Operations,Product,Union,Regular Employee FT,,31-Jul-13,10-May-87,28,Generation Y,Not Assigned,Female,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1531,27,27,,
34952,Active,Sales,Sales,Non-Union,Regular Employee FT,13-Jun-12,13-Jun-12,5-May-87,28,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Hourly,S1122,40,40,,
36595,Active,Sales,Sales,Non-Union,Regular Employee FT,,4-Aug-09,4-May-87,28,Generation Y,Group C,Female,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,T,Salary,S4780,75,75,,
37394,Active,Operations,Product,Union,Regular Employee FT,,9-Dec-09,26-Apr-87,28,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S545,71,71,,
42525,Active,Sales,Sales,Union,Regular Employee FT,,2-Nov-11,23-Apr-87,28,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1780,48,48,,
50227,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,28-May-13,19-Apr-87,28,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2972,29,29,,
39865,Terminated,Sales,Sales,Non-Union,Regular Employee PT,11-Jun-14,11-Jun-14,18-Apr-87,27,Generation Y,Group C,Male,H,Resigned - Personal Reasons,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S2399,0,0,27-Jun-14,Voluntary Separation
45185,Active,Manufacturing,Product,Union,Regular Employee FT,,13-Jun-12,7-Apr-87,28,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3948,40,40,,
25981,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-Dec-05,28-Mar-87,28,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S273,118,118,,
61761,Active,Operations,Product,Union,Regular Employee FT,,10-Sep-14,25-Mar-87,28,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3629,14,14,,
59321,Active,Sales,Sales,Union,Regular Employee PT,,2-Jul-14,23-Mar-87,28,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2555,16,16,,
55119,Active,Operations,Product,Union,Regular Employee FT,,28-Jun-09,14-Mar-87,28,Generation Y,Group C,Male,U,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3209,21,76,,
31115,Active,Sales,Sales,Non-Union,Regular Employee FT,,17-Nov-07,10-Mar-87,28,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1182,95,95,,
34312,Active,Operations,Product,Non-Union,Regular Employee FT,,10-Dec-08,10-Mar-87,28,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2949,83,83,,
37815,Terminated,Manufacturing,Product,Union,Regular Employee FT,,3-Mar-10,9-Mar-87,27,Generation Y,Not Assigned,Male,W,Resigned - Job Abandonment,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S985,54,54,2-Oct-14,Voluntary Separation
29259,Active,Operations,Product,Union,Regular Employee FT,,9-May-07,2-Mar-87,28,Generation Y,Group N,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3310,102,102,,
30262,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,8-Aug-07,25-Feb-87,27,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3451,81,81,27-May-14,Voluntary Separation
38891,Active,Sales,Sales,Union,Regular Employee FT,,7-Jul-10,24-Feb-87,28,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3727,64,64,,
61463,Active,Sales,Sales,Non-Union,Regular Employee PT,,3-Sep-14,20-Feb-87,28,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S574,14,14,,
34840,Active,Sales,Sales,Union,Regular Employee FT,,18-Feb-09,8-Feb-87,28,Generation Y,Not Assigned,Male,A,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2747,80,80,,
35550,Active,Operations,Product,Union,Regular Employee FT,,6-May-09,1-Feb-87,28,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S512,78,78,,
54900,Terminated,Operations,Product,Non-Union,Regular Employee FT,,14-Jan-14,30-Jan-87,27,Generation Y,Group C,Male,W,Resigned - Working Conditions,No Rating,No Rating,F,Bi-Weekly,F,Daily,S577,9,9,16-Oct-14,Voluntary Separation
42323,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Oct-11,27-Jan-87,28,Generation Y,Group C,Male,N,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2465,48,48,,
60800,Active,Operations,Product,Non-Union,Regular Employee FT,,13-Aug-14,17-Jan-87,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1530,14,14,,
52417,Active,Operations,Product,Non-Union,Regular Employee FT,,21-Aug-13,15-Jan-87,28,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S488,26,26,,
38482,Active,Customer Care,Customer Care,Union,Regular Employee FT,,2-Jun-10,12-Jan-87,28,Generation Y,Group F,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3504,65,65,,
40115,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,29-Dec-10,8-Jan-87,27,Generation Y,Group C,Female,W,Resigned - Personal Reasons,Developing/Meets Some,Strong Contributor,F,Monthly,T,Salary,S5471,42,42,11-Jul-14,Voluntary Separation
38134,Active,Sales,Sales,Non-Union,Regular Employee FT,,21-Apr-10,4-Jan-87,28,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,T,Salary,S4597,66,66,,
25319,Active,Operations,Product,Union,Regular Employee FT,,28-Aug-05,2-Jan-87,28,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1955,122,122,,
33559,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,23-Sep-08,1-Jan-87,28,Generation Y,Group C,Female,W,Resign in lieu of termination,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2693,76,76,12-Feb-15,Voluntary Separation
54806,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,1-Jan-14,30-Dec-86,27,Generation Y,Group C,Male,H,Resigned - Career Prospects,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S502,8,8,5-Sep-14,Voluntary Separation
64872,Active,Sales,Sales,Non-Union,Regular Employee FT,,31-Dec-14,30-Dec-86,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,T,Salary,S686,10,10,,
64343,Active,Sales,Sales,Non-Union,Regular Employee FT,,10-Dec-14,24-Dec-86,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S327,11,11,,
32684,Active,Support,Product,Non-Union,Regular Employee FT,20-Sep-11,23-Nov-10,19-Dec-86,28,Generation Y,Group C,Female,W,,Meets & Exceeds,Not assigned,T,Weekly,F,Hourly,S3915,49,59,,
40271,Active,Sales,Sales,Non-Union,Regular Employee FT,,2-Feb-11,18-Dec-86,28,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2253,57,57,,
60110,Active,Sales,Sales,Non-Union,Regular Employee FT,,23-Jul-14,11-Dec-86,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S589,15,15,,
54524,Active,Sales,Sales,Non-Union,Regular Employee PT,,11-Dec-13,10-Dec-86,28,Generation Y,Group C,Male,W,,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S394,22,22,,
44899,Active,Operations,Product,Union,Regular Employee FT,,30-May-12,8-Dec-86,28,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1454,41,41,,
29011,Active,Manufacturing,Product,Non-Union,Regular Employee FT,24-Aug-11,24-Aug-11,5-Dec-86,28,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Hourly,S1026,50,50,,
32260,Active,Customer Care,Customer Care,Union,Regular Employee FT,29-Oct-09,20-May-08,5-Dec-86,28,Generation Y,Group S,Male,O,,No Rating,No Rating,T,Weekly,F,Hourly,S917,72,89,,
42509,Active,Operations,Product,Union,Regular Employee FT,,2-Nov-11,2-Dec-86,28,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3307,48,48,,
40936,Active,Operations,Product,Union,Regular Employee FT,,25-May-11,30-Nov-86,28,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Daily,S868,53,53,,
62500,Active,Operations,Product,Non-Union,Regular Employee FT,,8-Oct-14,28-Nov-86,28,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1091,13,13,,
55842,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,19-Mar-14,25-Nov-86,27,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Weekly,F,Hourly,S3511,2,2,27-May-14,Voluntary Separation
61282,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,27-Aug-14,24-Nov-86,28,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2382,14,14,,
36519,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,20-Jul-08,19-Nov-86,28,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Semi-Monthly,T,Salary,S4374,75,87,,
